keyword,occurrences
account,1
task,1
enterovirus,1
interpatient evolution,1
intrahost evolution,1
whole-genome deep sequencing,1
freshwater springs,1
anakinra,1
fcγr,1
göttingen minipig,1
antibody effector function,1
interaction map,1
cd32,1
fcgr locus,1
fcγriia,1
single-cell rna sequencing,1
sus scrofa,1
pdms-pmoxa,1
cathepsin b,1
enzyme-triggered-release,1
furazane,1
hct-116,1
hela,1
mcf-7,1
mda-mb 468,1
topoisomerase ii,1
90-90-90,1
prävention,1
vih,1
sida,1
antiretrovirale therapie,1
l'afrique subsaharienne,1
prévention,1
traitement antirétroviral,1
cichlid,1
developmental shift,1
fin development,1
phenotypic diversity,1
critical-care pain observation tool,1
climate warming,1
freshwater ecosystems,1
exterior electromagnetic shaping,1
automatic differentiation,1
infant cognition,1
mental rotation,1
prenatal estradiol,1
statistical models,1
intention-to-treat,1
marginal structural models,1
prespecification,1
reporting,1
vibration of effects,1
fasting glucose,1
glycated hemoglobin,1
colorectal surgery,1
enhanced recovery,1
fast track,1
fluorescence polarization assay,1
kappa agreement,1
mcnemar's chi-squared test,1
rose bengal test,1
cows,1
ginseng,1
methadone maintenance therapy,1
methadone-related sexual dysfunction,1
opioid use disorder,1
porous drug carrier,1
drug loading,1
focused ion beam scanning electron microscopy,1
mercury intrusion porosimetry,1
dipalmitoylphosphatidylcholine,1
bovine serum albumin,1
parasitoids,1
associative learning,1
autopod patterning,1
cellular transcriptomics,1
digits,1
interdigit,1
perichondrium,1
phalanges,1
scrna-seq,1
open access publishing,1
hdl,1
lxr,1
pdz domain,1
pdzk1,1
pxr,1
scaffold protein,1
financial risk protection,1
out-of-pocket payments,1
sociogeographic health inequalities,1
health informatics,1
health promotion and disease prevention,1
human geography,1
medical geography,1
activity location,1
based,1
global positioning system,1
healthy aging,1
life,1
mobility indicators,1
real,1
reports,1
sensor,1
time out of home,1
agenda setting power,1
bargaining models,1
economic and monetary union,1
formalpower,1
coactivator,1
dimerization,1
ligand binding,1
nuclear receptor,1
pathway,1
cytochrome p450 2d6,1
ligands access,1
photogrammetry,1
organic carbon,1
prehospital delay,1
ischemic,1
european federation for pharmaceutical sciences (eufeps),1
nanosimilar,1
non-biological complex drugs (nbcds),1
bayesian inference and parameter estimation,1
computational modeling,1
response time models,1
cold ions,1
nanooscillators,1
hybrid systems,1
regimes of (im)mobility,1
un workers,1
un duty stations,1
health systems research,1
gene flow,1
medtronic sprint fidelis lead,1
failure rate,1
implantable cardioverter defibrillator (icd),1
lead failure,1
long-term performance,1
passive lead configuration,1
nitrate isotopes,1
nitrate assimilation,1
nitrite interference,1
esg,1
mission investing,1
portfolio selection,1
charitable foundations,1
intensivstationen,1
schmerz,1
klinische entscheidungsfindung,1
pain measurement,1
social justice,1
senufo,1
poro,1
hospital medicine,1
patient-centered care,1
inventory of life quality in children and adolescents (ilc),1
youth welfare,1
independence,1
institutional framework,1
legal system,1
organ donation,1
brodalumab,1
il-17,1
il-17 receptor blocker,1
ixekizumab,1
breath tests,1
intraspecific variation,1
open top chambers,1
transplant experiment,1
injury prevention,1
prevention programmes,1
preventive measures,1
public health surveillance,1
cardiovascular risk markers,1
counselling,1
serotonin transporter polymorphic promoter region,1
automatic evaluations,1
dual mode model,1
reflective processes,1
major depression,1
wellbeing,1
determinant,1
patient delay,1
cavitation,1
diagnosis delay,1
smear positivity,1
privacy,1
anonymization,1
system logs,1
size reduction,1
performance improvement,1
byzantine egypt,1
hermopolis,1
roman late antiquity,1
pgc-1α,1
calcium homeostasis,1
health span,1
tubular aggregates,1
appi-ms,1
nanoesl-ms,1
hrms,1
urban background,1
pah derivatives,1
neutron stars,1
psychophysiology,1
tsst,1
intra-individual variability,1
jackknife,1
leave-one-out,1
model-based cognitive neuroscience,1
peace research,1
conflict research,1
distress screening,1
psychosocial support,1
distress thermometer,1
intervention research,1
dose-response,1
emerging infectious disease,1
zoonotic spillover,1
crispr deletion-mutant,1
lncrna,1
directional growth,1
morphological diversification,1
patterning modules,1
periodic pattern formation,1
positional information,1
repetitive morphological structures,1
self-organization,1
chronic disease management,1
compliance,1
reminders,1
ac = anticoagulation,1
anticoagulation,1
antiplatelet therapy,1
ap = antiplatelet,1
asdh = acute subdural hematoma,1
cvi = cerebrovascular insult,1
doac = direct-acting oral anticoagulant,1
gcs = glasgow coma scale,1
hemorrhagic complications,1
inr = international normalized ratio,1
mrs = modified rankin scale,1
tbi = traumatic brain injury,1
singular value decomposition,1
caix inhibitor,1
aqp1,1
rare pediatric cancer,1
isothermal calorimetry,1
drug susceptibility,1
clear cell renal carcinoma,1
organotypic slice culture,1
bodily disturbances,1
body awareness,1
body psychotherapy,1
group,1
integrative body psychotherapy,1
smartphone-triggered interventions,1
neuro-critical care,1
pitfalls,1
(5-10),1
cerebral malaria,1
febrile convulsions,1
molecular biophysics,1
molecular identification,1
pollinators,1
lake van,1
paleohydrology,1
compound specific hydrogen isotopes,1
photocatalysis,1
electron transfer,1
d-loop,1
transfer rna,1
compliance with protocol,1
emergency contraception,1
sexually transmitted infection,1
simulated patient study,1
abc taxonomy,1
delphi method,1
french translation,1
german translation,1
cameo,1
continuous evaluation,1
homo-oligomer interface accuracy,1
ligand binding-site accuracy,1
model confidence,1
oligomeric assessment,1
protein structure modeling,1
abiotic selection,1
ecological genomics,1
north uist,1
selective sweep,1
c. elegans,1
artificial neural network,1
comparative computation,1
computation,1
thermosensation,1
degranulation,1
flippases,1
floppases,1
lipid mediators,1
scramblases,1
eu council,1
signalling,1
formal statements,1
two level games,1
defence cascade,1
genetic architecture,1
chemsex,1
recreational drug use,1
dose-sparing,1
expanded program on immunization,1
intradermal,1
intramuscular,1
pre-exposure prophylaxis,1
rabies immunoglobulin,1
regimen,1
goal-oriented error estimation,1
sampling-based optimization algorithm,1
black-box optimization,1
elliptic boundary value problem,1
sparse tensor product approximation,1
symptom assessment,1
emergency nursing,1
anatomical,1
fused filament fabrication,1
medical 3d printing,1
selective laser sintering,1
fluorescent oxidation products,1
outdoor air pollution,1
persistent asthma,1
chaperone proteins,1
neoliberalism,1
geriatric care model,1
unplanned ed readmission,1
translational imperative,1
3d electron diffraction,1
eiger x 1m detector,1
eiger hybrid pixel detector,1
electron diffractometer,1
structural chemistry,1
electrochemical multiplexing,1
redox-active protection group,1
co-medications,1
immunosuppressants,1
evidence-based healthcare,1
off-label use,1
description-experience gap,1
revealed preferences,1
risk preference,1
stated preference,1
temporal stability,1
ecg criteria,1
stemi,1
software-based measurement,1
tandem repeats,1
mutation rate variation,1
mutation accumulation,1
waterfleas,1
placental transfer,1
women.,1
consumer ratings,1
belief in the law of small numbers,1
sample-size,1
numeracy,1
reviews,1
probability updating,1
probability judgments,1
representative design,1
rare events,1
decisions,1
samples,1
sound media,1
cultural techniques,1
electronic music,1
twelve-tone composition,1
environmental thinking.,1
cad,1
mpi-spect,1
exercise-induced left ventricular dysfunction,1
beetles · chemical defense · chemical education,1
chemical education · iridescence · structural order · violet pigments,1
vanadium,1
fungus,1
amavadin,1
bioinorganic,1
neurotoxins,1
bees,1
venom,1
polypeptides,1
apitherapy,1
19th century cairo,1
early christianity,1
roman egypt,1
christian persecutions,1
roman court proceedings,1
affordances,1
rée,1
genealogie der moral,1
rationale rekonstruktion,1
evolution der moral,1
michael tomasello,1
kooperation,1
natur des menschen,1
genalogie,1
early modern period,1
fish remains,1
historical fishery,1
local freshwater fish exploitation,1
fish farming,1
fish trade,1
collapse,1
cyclodextrin,1
cycle optimization,1
single-step freeze-drying,1
dextran,1
glycation,1
solid state,1
lter,1
mountain lake,1
paleotemperature,1
aerobic exercise,1
brain-derived neurotropic factor,1
service implementation,1
family doctor,1
framing effects,1
communication style,1
information processing,1
judgments of truth,1
feelings,1
social distance,1
desirability,1
feasibility,1
saliva cortisol,1
dhea,1
cortisone,1
post-partum depression,1
pre- and postnatal hair steroids,1
mirror neurons,1
rtms,1
harm reduction,1
multiprofessional treatment teams,1
opioid dependence,1
stigmatization,1
use of polysubstances,1
clinical research ethics,1
decisional capacity,1
gerontotraumatology,1
orthogeriatric,1
sierra nevada,1
chlorophyll-a,1
bose-einstein condensates (becs),1
quantum entanglement,1
einstein-podolsky-rosen (epr) steering,1
wigner function,1
dentistry,1
medical informatics,1
act,1
drug efficacy,1
drug failure,1
molecular correction,1
piperaquine,1
aggressive symptoms,1
anxiety symptoms,1
children's mental health,1
lanthanides,1
paramagnetic,1
protein nuclear magnetic resonance spectroscopy,1
biomacromolecule,1
lanthanide chelating tag,1
paramagnetic nmr,1
residual dipolar coupling,1
family doctors,1
health services organization,1
immigrant,1
openmp,1
multithreaded applications,1
shared-memory programming,1
multicore,1
user-defined loop scheduling,1
data interpretation,1
blood thinners,1
unawareness,1
hpv,1
cervical cancer,1
vaccine confidence vaccination,1
n-heterocyclic carbene,1
ionic liquid,1
lithium ion,1
adult height,1
child stunting,1
demographic and health surveys,1
educational attainment,1
height-for-age,1
amphotericin,1
cryptococcal meningitis,1
fluconazole,1
rural tanzania,1
conformational selection,1
lipid gate,1
outer membrane protein,1
solution nmr spectroscopy,1
specific binders,1
4-oxadiazole,1
adenylyl cyclase inhibitors,1
chronic pain treatment,1
molecular modeling,1
childhood infections,1
clinical prediction rules,1
external validation,1
imci,1
serious bacterial infections,1
electronic decision support algorithm,1
integrated management of childhood illness,1
anticonvulsant,1
status epilepticus treatment,1
mach-zehnder interferometer,1
western switzerland,1
faunal remains,1
trna modification,1
bayesian spatio-temporal,1
buccal film,1
cyp3a,1
microdosing,1
phenotyping,1
central executive network,1
contemplative science,1
default-mode network,1
functional connectivity,1
real-time fmri neurofeedback,1
salience network,1
organic aerosol,1
rotary evaporation,1
narrative strategies,1
predictive processing,1
immersion,1
augmenting realities,1
relative hypochromia,1
crystal packing,1
trifluoromethyl,1
fluoro,1
tert-buty,1
european migration crisis,1
refugee camps,1
sport and exercise interventions,1
psychiatric symptoms,1
3d printing,1
adults with congenital heart disease (achd),1
collaborative referring,1
dialogue,1
conversation,1
matching task,1
conceptual pact,1
procedural coordination,1
paulus,1
bikulturalität,1
kulturtransfer,1
histoire croisée,1
orientierungssystem,1
läufer,1
faustkampf,1
chronic illness management,1
ehealth,1
rare disease,1
systemic sclerosis,1
omnivores,1
context,1
middle class,1
distinction,1
non-pharmacological methods,1
pain relief,1
patient-reported outcome measures,1
postoperative pain,1
wish for more pain treatment,1
antenatal supplementation,1
heckman-type selection model,1
n load,1
inferential method,1
forest,1
temporal development,1
contact dermatitis,1
contact sensitization,1
musical instrument,1
musicians,1
occupational skin diseases,1
landscape mapping,1
soil mapping,1
unmanned aerial vehicle (uav),1
educational choice,1
gender stereotypes,1
opportunity structures,1
labour market returns,1
krebs,1
patientenedukation,1
symptommanagement,1
thematic analysis,1
thematische analyse,1
a20,1
lps,1
tnfaip3,1
farming,1
immune development,1
inflammatory,1
community wide experiment,1
histone modification,1
metabolic diseases,1
peroxisome proliferator-activated receptor γ coactivator 1α (pgc-1α),1
esbl-producing escherichia coli,1
gastrointestinal infection,1
observer variation,1
integrated care,1
interprofessional,1
polymorbidity,1
discharge planning,1
length of hospital stay,1
resource allocation,1
photoactivation,1
reactive oxygen species delivery,1
endothelial dysfunction,1
sedentary,1
attention problems,1
delay of gratification,1
overactive behavior,1
supramolecular catalysis,1
molecular capsules,1
acid catalysis,1
condoms,1
sexual behavior,1
community-based testing,1
coverage,1
door-to-door,1
testing,1
er surf,1
protein import,1
semi-intact cells,1
confirmatory evidence,1
drug approval,1
fdama section 115a,1
metaresearch,1
single pivotal trial,1
u.s. food and drug administration,1
transgenic crops,1
bt-maize,1
environmental risk assessment,1
non-target effects,1
lepidoptera,1
laboratory tests,1
study design,1
multislice calculation,1
inelastic electron scattering,1
environmental protection,1
environmental management,1
organizational change,1
senior managers and cxos,1
surface sensing,1
flagella,1
type iv pili,1
asymmetric division,1
tissue colonization,1
holotranscobalamin,1
micronutrient,1
vegan nutrition,1
vitamin b12,1
neutron capture,1
projection,1
konventionen,1
rechtfertigungsordnungen,1
handlungslogiken,1
wertigkeitsordnungen,1
forschungsüberblick,1
soziologie der konventionen,1
institutionalisierung,1
valorisierung,1
nachobligatorische bildung,1
historische analyse,1
exergaming,1
angiostrongylosis,1
cholangiocarcinoma,1
cysticercosis,1
echinococcosis,1
paragonimiasis,1
sth,1
hepatic fibrosis,1
mda,1
serological and molecular diagnostics,1
spatio-temporal distribution,1
molluscicide,1
schistosomiasis surveillance,1
helminthic zoonoses,1
priority,1
experts,1
rnas,1
kangaroo mother care,1
preterm infant,1
skin-to-skin contact,1
antibiotic prescription,1
